Grid_ID,Latitude,Longitude,Elevation,Land_Use,Avg_Precipitation,Soil_Type,Drainage_Capacity,Coastal_Distance,Historical_Floods,Flood_Risk_Label
G0327,8.277177,76.841934,49,Wetland,1564.36,Loam,Medium,1.3,0,Low
G0328,8.30586,76.186101,37,Wetland,2024.27,Peat,Medium,6.12,0,Low
G0329,8.2098,76.802643,23,Wetland,1434.71,Sandy,Low,7.06,2,Low
G0330,8.123865,76.458187,9,Industrial,1450.12,Sandy,High,4.58,0,Low
G0331,8.177986,76.482969,31,Wetland,1829.45,Loam,Medium,2.51,1,Low
G0332,8.378923,76.13348,14,Urban,1386.06,Sandy,Medium,8.79,1,Low
G0333,8.007197,76.080602,36,Wetland,1585.39,Sandy,Medium,7.45,1,Low
G0334,8.058036,76.727939,19,Agriculture,1803.29,Peat,Low,9.01,1,Moderate
G0335,8.023001,76.496461,2,Urban,1327.25,Loam,Low,8.2,1,Moderate
G0336,8.020364,76.436851,36,Wetland,1602.14,Sandy,Medium,9.9,0,Low
G0337,8.42773,76.729508,39,Wetland,2023.67,Loam,Low,2.0,1,Moderate
G0338,8.351829,76.765513,7,Forest,1776.4,Sandy,Low,0.96,0,High
G0339,8.237087,76.158908,39,Industrial,1585.48,Peat,Medium,3.44,2,Low
G0340,8.048917,76.610225,43,Urban,1432.7,Loam,Low,1.38,1,Moderate
G0341,8.245808,76.135354,22,Forest,1318.7,Sandy,High,5.28,1,Low
G0342,8.236736,76.751375,39,Agriculture,1203.54,Peat,Low,6.37,1,Low
G0343,8.086601,76.656955,10,Industrial,1952.89,Sandy,Low,5.83,2,Moderate
G0344,8.216926,76.956615,45,Urban,1894.64,Loam,Medium,2.67,1,Low
G0345,8.199252,76.068958,7,Wetland,1302.87,Sandy,Medium,9.1,2,Low
G0346,8.307925,76.057055,28,Urban,1601.31,Loam,High,0.31,1,Low
G0347,8.317547,76.282187,29,Wetland,1533.4,Loam,Low,3.55,2,Low
G0348,8.022652,76.261706,9,Industrial,1855.32,Sandy,High,7.22,3,Moderate
G0349,8.187306,76.246979,38,Wetland,1614.84,Peat,High,7.69,1,Low
G0350,8.31293,76.906255,27,Agriculture,1493.15,Clay,Medium,4.22,2,Low
G0351,8.251568,76.249546,48,Wetland,1337.49,Peat,Low,0.27,0,Moderate
G0352,8.428245,76.27195,35,Agriculture,1602.26,Peat,Medium,6.22,3,Low
G0353,8.329347,76.759398,12,Industrial,1395.55,Sandy,High,0.72,2,Low
G0354,8.081467,76.44974,31,Industrial,1566.21,Peat,High,1.17,0,Low
G0355,8.035284,76.776711,35,Urban,1477.21,Peat,Medium,6.54,5,Low
G0356,8.32121,76.065366,36,Agriculture,1388.25,Clay,Medium,3.19,3,Low
G0357,8.013256,76.487571,25,Agriculture,1208.18,Peat,Medium,3.55,2,Low
G0358,8.292888,76.033614,21,Forest,1654.26,Clay,Medium,4.92,2,Low
G0359,8.470115,76.062653,3,Forest,1512.77,Sandy,Medium,9.79,2,Low
G0360,8.287737,76.906437,30,Forest,2036.23,Clay,High,9.66,3,Moderate
G0361,8.194085,76.139245,17,Wetland,1190.3,Loam,Medium,4.22,1,Low
G0362,8.321644,76.532421,37,Forest,1687.59,Loam,Low,2.73,1,Low
G0363,8.229126,76.411096,23,Agriculture,1475.21,Clay,High,3.1,1,Low
G0364,8.272808,76.347343,22,Wetland,2129.93,Loam,High,2.76,3,Moderate
G0365,8.470732,76.899833,21,Industrial,1664.69,Sandy,Low,5.37,1,Low
G0366,8.193051,76.021823,1,Urban,1597.41,Loam,Low,6.11,4,High
G0367,8.480595,76.66379,30,Forest,1475.97,Clay,High,4.94,0,Low
G0368,8.452675,76.963394,10,Industrial,1289.06,Sandy,Medium,4.14,1,Low
G0369,8.097896,76.560168,27,Agriculture,1593.42,Loam,High,2.19,4,Low
G0370,8.034681,76.936822,45,Urban,1085.31,Sandy,High,4.88,1,Low
G0371,8.050389,76.052258,31,Industrial,1099.11,Clay,Low,3.48,1,Low
G0372,8.009111,76.418793,4,Urban,1803.73,Loam,High,5.46,2,Low
G0373,8.047221,76.260158,37,Forest,971.36,Sandy,Medium,6.78,0,Low
G0374,8.341503,76.730821,9,Agriculture,1404.13,Sandy,Low,6.37,0,Moderate
G0375,8.035594,76.981297,39,Urban,1185.26,Loam,High,4.68,0,Low
G0376,8.159488,76.25653,45,Industrial,1379.26,Sandy,High,5.6,0,Low
G0377,8.422438,76.654175,23,Forest,1555.36,Sandy,Medium,2.92,3,Low
G0378,8.011636,76.198098,34,Forest,1795.37,Clay,High,0.34,0,Low
G0379,8.407234,76.56533,43,Industrial,1865.29,Clay,High,6.29,5,Moderate
G0380,8.140927,76.463932,47,Industrial,1224.31,Clay,High,2.6,1,Low
G0381,8.059082,76.972005,22,Urban,1360.21,Clay,High,6.72,0,Low
G0382,8.348369,76.608527,16,Wetland,2715.77,Clay,Medium,7.5,0,Low
G0383,8.314471,76.349506,0,Forest,1425.0,Clay,High,9.17,2,Low
G0384,8.438736,76.114096,30,Urban,1235.34,Loam,High,9.59,3,Low
G0385,8.367536,76.151247,30,Industrial,1285.26,Clay,High,0.2,2,Low
G0386,8.40174,76.225317,41,Urban,1426.76,Sandy,Low,9.9,2,Low
G0387,8.141017,76.250967,41,Industrial,1382.18,Loam,Medium,6.86,1,Low
G0388,8.08872,76.850616,33,Agriculture,1429.69,Sandy,Low,6.47,1,Low
G0389,8.375307,76.561223,8,Industrial,1493.57,Clay,Low,0.25,4,High
G0390,8.403417,76.523391,21,Industrial,1491.48,Clay,Medium,8.63,2,Low
G0391,8.495253,76.114769,12,Industrial,1213.35,Sandy,Low,1.54,5,High
G0392,8.206309,76.86014,24,Wetland,1610.8,Sandy,Low,8.39,1,Low
G0393,8.186009,76.722814,47,Industrial,1536.31,Sandy,Low,0.25,1,Moderate
G0394,8.388206,76.067668,17,Forest,1648.97,Peat,Medium,6.5,1,Low
G0395,8.170402,76.707835,11,Forest,985.66,Peat,High,4.4,5,Low
G0396,8.465379,76.543538,39,Urban,1547.05,Peat,Medium,2.09,1,Low
G0397,8.429206,76.081725,16,Wetland,904.32,Peat,Medium,1.16,2,Low
G0398,8.214497,76.458301,14,Urban,1447.33,Loam,Medium,4.46,0,Low
G0399,8.375436,76.484696,41,Forest,1697.38,Clay,Low,1.32,1,Moderate
G0400,8.377271,76.165775,14,Forest,1813.73,Sandy,High,4.92,2,Low
G0401,8.051562,76.945698,14,Agriculture,1600.34,Clay,Medium,6.29,1,Low
G0402,8.451276,76.849975,38,Industrial,1702.62,Sandy,Medium,8.29,0,Low
G0403,8.252626,76.669022,12,Forest,1410.3,Clay,High,6.82,2,Low
G0404,8.413229,76.462296,16,Urban,1347.25,Loam,High,0.75,0,Low
G0405,8.160025,76.411766,31,Urban,2307.83,Peat,High,3.14,1,Low
G0406,8.447762,76.650973,8,Industrial,1748.15,Clay,Low,2.95,1,Moderate
G0407,8.194601,76.545432,39,Industrial,1148.1,Sandy,High,9.16,0,Low
G0408,8.005419,76.062273,19,Agriculture,979.6,Clay,Low,8.69,0,Low
G0409,8.452691,76.512503,25,Wetland,1360.48,Loam,Medium,3.76,4,Low
G0410,8.045643,76.806404,26,Urban,1857.56,Loam,Low,0.8,2,High
G0411,8.159657,76.45924,20,Industrial,1514.62,Clay,High,8.95,2,Low
G0412,8.475031,76.051957,17,Urban,832.79,Peat,Low,8.89,3,Moderate
G0413,8.475304,76.786278,12,Industrial,1446.81,Sandy,High,8.56,0,Low
G0414,8.286719,76.201364,15,Forest,1499.28,Loam,Low,8.47,1,Low
G0415,8.315919,76.258621,8,Urban,775.3,Loam,Medium,4.85,1,Low
G0416,8.224223,76.164706,11,Forest,1507.25,Clay,Low,1.86,2,Moderate
G0417,8.146605,76.330215,43,Urban,1195.99,Loam,Medium,4.83,1,Low
G0418,8.164332,76.756752,37,Wetland,949.34,Loam,High,5.0,1,Low
G0419,8.336259,76.519386,18,Agriculture,1981.35,Sandy,Medium,4.95,1,Low
G0420,8.376187,76.204881,6,Forest,1182.72,Peat,High,5.43,2,Low
G0421,8.39579,76.87783,34,Industrial,1299.81,Sandy,High,2.65,1,Low
G0422,8.394809,76.879582,47,Wetland,1295.83,Peat,Medium,3.73,2,Low
G0423,8.045603,76.870578,17,Urban,1500.67,Sandy,Medium,4.4,2,Low
G0424,8.24721,76.238796,15,Forest,2029.89,Clay,Low,1.4,0,High
G0425,8.028779,76.451239,38,Urban,1141.14,Loam,Low,4.61,7,Moderate
G0426,8.274764,76.98499,3,Urban,1407.96,Peat,Medium,8.12,1,Low
G0427,8.220765,76.772012,24,Urban,1536.26,Clay,Medium,8.3,2,Low
G0428,8.443852,76.027167,31,Agriculture,1239.36,Loam,Medium,4.17,0,Low
G0429,8.175458,76.065205,39,Agriculture,1403.13,Loam,Medium,5.24,0,Low
G0430,8.058534,76.463931,12,Industrial,1678.35,Loam,High,0.43,3,Moderate
G0431,8.071496,76.90922,44,Forest,1273.29,Sandy,Medium,6.78,1,Low
G0432,8.380755,76.538702,16,Wetland,1398.41,Clay,Medium,4.11,2,Low
G0433,8.309109,76.497813,48,Wetland,1370.59,Clay,Medium,4.51,1,Low
G0434,8.050561,76.105474,36,Wetland,1468.86,Loam,Medium,8.75,1,Low
G0435,8.042053,76.65678,5,Urban,1572.95,Peat,High,4.67,3,Moderate
G0436,8.350485,76.822103,18,Agriculture,1675.97,Clay,Low,0.31,1,Moderate
G0437,8.036382,76.38042,12,Forest,2081.27,Sandy,Low,2.35,1,Moderate
G0438,8.41093,76.775612,25,Urban,702.46,Peat,Low,4.81,2,Low
G0439,8.353121,76.964477,13,Agriculture,1449.78,Peat,Low,4.3,3,Moderate
G0440,8.040674,76.203766,30,Agriculture,1090.67,Peat,Low,8.62,1,Low
G0441,8.042419,76.52333,3,Forest,1384.39,Peat,High,5.47,3,Moderate
G0442,8.49332,76.287138,38,Forest,1764.26,Clay,Low,6.93,1,Low
G0443,8.187135,76.792854,7,Forest,1859.34,Loam,High,4.75,0,Low
G0444,8.185321,76.577593,24,Urban,1873.41,Peat,High,4.45,1,Low
G0445,8.4064,76.634582,12,Industrial,1870.59,Sandy,Low,4.52,1,Moderate
G0446,8.473624,76.797914,31,Forest,1447.82,Sandy,Low,4.17,3,Moderate
G0447,8.493001,76.39597,37,Industrial,1919.56,Loam,Low,5.43,3,High
G0448,8.376689,76.91509,37,Urban,1979.05,Clay,Medium,2.58,2,Low
G0449,8.18813,76.533029,27,Industrial,1541.64,Loam,High,8.92,4,Low
G0450,8.04175,76.157955,29,Wetland,1853.17,Peat,Low,3.4,2,Moderate
G0451,8.388573,76.695899,2,Industrial,1512.37,Clay,Medium,1.56,2,Moderate
G0452,8.279202,76.793261,27,Forest,1923.07,Clay,High,1.06,0,Moderate
G0453,8.212111,76.316762,2,Urban,1451.5,Peat,Medium,0.23,2,Moderate
G0454,8.453177,76.857179,44,Forest,1317.14,Sandy,Medium,4.29,4,Low
G0455,8.055599,76.906143,33,Wetland,1164.0,Peat,Low,1.96,2,Moderate
G0456,8.246313,76.276904,15,Forest,1447.91,Loam,High,0.31,1,Low
G0457,8.005677,76.983521,21,Forest,1525.32,Peat,Medium,5.25,2,Low
G0458,8.23433,76.140712,31,Forest,1216.24,Sandy,High,6.83,0,Low
G0459,8.028152,76.202016,37,Agriculture,1424.97,Peat,Low,0.95,2,Moderate
G0460,8.059409,76.184225,7,Wetland,1342.04,Loam,High,4.66,2,Low
G0461,8.058763,76.89399,7,Forest,1176.91,Loam,Medium,7.46,2,Low
G0462,8.324605,76.654293,5,Forest,1810.77,Sandy,Medium,9.86,4,Moderate
G0463,8.373022,76.152104,13,Forest,1863.57,Loam,High,6.71,1,Low
G0464,8.291684,76.440323,31,Urban,1809.43,Loam,Medium,2.52,2,Low
G0465,8.481086,76.615298,34,Agriculture,1474.75,Peat,Medium,7.19,1,Low
G0466,8.187435,76.083464,9,Urban,1493.29,Clay,Medium,6.02,0,Low
G0467,8.142856,76.882416,2,Agriculture,1181.05,Loam,Low,2.2,1,Moderate
G0468,8.4343,76.803604,11,Forest,1624.39,Loam,Low,8.53,1,Low
G0469,8.111798,76.505207,48,Wetland,1550.89,Sandy,Medium,4.33,0,Low
G0470,8.481611,76.967127,30,Industrial,2353.18,Sandy,High,9.62,0,Low
G0471,8.006077,76.417761,28,Industrial,1826.13,Peat,Low,7.26,3,High
G0472,8.484939,76.98411,4,Forest,1594.57,Peat,High,6.48,3,Moderate
G0473,8.02158,76.66792,24,Urban,1487.52,Loam,Medium,7.31,1,Low
G0474,8.445572,76.634671,40,Wetland,1800.39,Clay,Medium,4.83,1,Low
G0475,8.263851,76.165955,30,Agriculture,1225.28,Clay,High,5.1,2,Low
G0476,8.496482,76.881928,20,Forest,1841.89,Peat,Low,8.53,3,High
G0477,8.036898,76.42749,19,Wetland,1173.86,Sandy,High,6.84,2,Low
G0478,8.276927,76.162233,38,Wetland,1331.54,Loam,High,8.98,0,Low
G0479,8.484651,76.012608,21,Agriculture,948.55,Loam,Medium,8.92,1,Low
G0480,8.261549,76.559756,3,Wetland,1684.22,Clay,Low,9.77,3,High
G0481,8.314699,76.5274,12,Urban,1574.98,Peat,High,7.03,0,Low
G0482,8.347874,76.719354,44,Urban,1331.56,Clay,Low,5.07,0,Low
G0483,8.227271,76.890258,41,Urban,1221.26,Clay,Medium,1.75,4,Moderate
G0484,8.313779,76.079407,49,Wetland,1913.62,Peat,Low,7.08,4,High
G0485,8.292157,76.731496,48,Urban,1459.92,Sandy,Medium,2.99,2,Low
G0486,8.450579,76.187412,19,Agriculture,1269.81,Loam,Low,2.9,0,Low
G0487,8.022723,76.858177,12,Wetland,2076.58,Sandy,High,2.46,2,Low
G0488,8.140482,76.819064,16,Industrial,1302.88,Peat,Medium,8.76,1,Low
G0489,8.475206,76.540794,35,Wetland,1841.59,Peat,High,8.69,1,Low
G0490,8.445132,76.710243,32,Agriculture,1154.7,Loam,Medium,6.35,0,Low
G0491,8.227828,76.31435,0,Industrial,1393.52,Sandy,Low,4.78,0,Moderate
G0492,8.310066,76.471168,14,Wetland,1650.69,Loam,Low,6.75,0,Low
G0493,8.138691,76.821637,12,Urban,1482.65,Clay,Medium,6.11,2,Low
G0494,8.094061,76.459265,16,Forest,1573.13,Clay,Medium,4.22,2,Low
G0495,8.231849,76.357798,23,Forest,1338.35,Clay,Medium,3.86,0,Low
G0496,8.176676,76.494212,7,Urban,1020.66,Sandy,Low,3.89,0,Moderate
G0497,8.291828,76.828249,49,Forest,1939.67,Clay,Medium,5.93,1,Low
G0498,8.038867,76.335208,26,Forest,1356.65,Loam,Medium,6.51,0,Low
G0499,8.487197,76.173762,44,Urban,1586.7,Sandy,High,4.57,1,Low
G0500,8.493105,76.712014,22,Urban,1710.59,Loam,Medium,9.69,1,Low
G0501,8.349081,76.825978,45,Wetland,1592.63,Peat,High,0.93,0,Low
G0502,8.268048,76.100637,7,Wetland,1287.42,Sandy,High,3.54,0,Low
G0503,8.154764,76.239874,7,Urban,1847.93,Loam,High,4.25,5,Moderate
G0504,8.406898,76.141972,25,Agriculture,1654.1,Loam,Low,0.27,3,High
G0505,8.342366,76.347941,46,Forest,1559.63,Sandy,High,3.71,2,Low
G0506,8.081308,76.450351,12,Wetland,1552.68,Peat,Medium,2.81,1,Low
G0507,8.455464,76.748826,38,Forest,2004.68,Sandy,Low,5.11,1,Moderate
G0508,8.411269,76.651148,36,Industrial,1280.98,Clay,Low,3.43,2,Low
G0509,8.4749,76.620929,48,Urban,1624.58,Clay,Low,7.29,3,Moderate
G0510,8.36286,76.352375,27,Agriculture,1341.41,Peat,Low,5.15,1,Low
G0511,8.306708,76.841448,24,Industrial,919.11,Loam,Low,1.38,0,Moderate
G0512,8.209122,76.471287,15,Industrial,911.18,Loam,Low,7.53,0,Low
G0513,8.466364,76.979105,1,Industrial,1195.61,Loam,Low,1.08,2,High
G0514,8.433032,76.634142,17,Urban,1302.47,Sandy,High,8.41,2,Low
G0515,8.022609,76.126265,16,Wetland,2151.88,Sandy,Medium,9.32,1,Low
G0516,8.013183,76.676178,29,Urban,1709.52,Peat,Medium,3.29,1,Low
G0517,8.188232,76.325104,38,Wetland,1736.5,Clay,High,9.27,3,Low
G0518,8.405277,76.686327,12,Industrial,1308.88,Loam,High,7.95,1,Low
G0519,8.493638,76.069641,31,Industrial,1518.4,Clay,Low,9.23,1,Low
G0520,8.075208,76.174881,49,Agriculture,2191.85,Sandy,Low,6.7,1,Moderate
G0521,8.297065,76.855737,28,Wetland,1135.67,Sandy,High,2.43,1,Low
G0522,8.190445,76.22718,45,Industrial,1636.87,Sandy,Low,8.96,0,Low
G0523,8.484957,76.837041,29,Forest,1983.39,Clay,Medium,1.92,3,High
G0524,8.421059,76.279276,17,Agriculture,1789.78,Peat,Medium,2.21,2,Low
G0525,8.419164,76.642882,12,Urban,2040.46,Peat,Low,2.78,2,Moderate
G0526,8.234347,76.694151,42,Agriculture,1563.86,Sandy,Low,3.11,2,Low
G0527,8.20741,76.512655,20,Forest,1681.04,Loam,Low,5.19,1,Low
G0528,8.136704,76.305311,29,Wetland,1532.93,Clay,Medium,7.16,2,Low
G0529,8.028188,76.212644,20,Urban,1660.0,Sandy,Low,9.27,0,Low
G0530,8.432361,76.033189,47,Urban,1225.44,Clay,High,0.98,0,Low
G0531,8.406451,76.303946,16,Wetland,1737.7,Clay,Low,9.55,2,Low
G0532,8.499859,76.653163,39,Agriculture,1588.27,Peat,High,9.22,0,Low
G0533,8.498318,76.938305,18,Industrial,1518.8,Sandy,Low,0.63,1,Moderate
G0534,8.277716,76.871204,14,Agriculture,2023.92,Peat,Low,3.67,1,Moderate
G0535,8.384494,76.766065,8,Forest,1420.38,Sandy,Medium,8.15,6,Moderate
G0536,8.472383,76.788447,9,Industrial,1862.35,Clay,High,6.15,0,Low
G0537,8.424824,76.664985,43,Agriculture,1892.18,Peat,High,7.81,0,Low
G0538,8.123674,76.260287,30,Wetland,1756.66,Clay,High,7.22,2,Low
G0539,8.225272,76.907195,22,Forest,1210.47,Sandy,Medium,5.02,2,Low
G0540,8.06458,76.670732,29,Forest,1607.72,Loam,High,0.51,1,Low
G0541,8.477026,76.560441,32,Forest,2087.54,Peat,Medium,5.88,0,Low
G0542,8.303087,76.110989,8,Industrial,954.43,Peat,Low,0.58,5,High
G0543,8.114321,76.447056,46,Urban,1443.7,Clay,Low,6.08,3,Moderate
G0544,8.33585,76.460358,0,Industrial,1848.69,Clay,High,8.02,1,Low
G0545,8.309064,76.864564,43,Agriculture,1465.4,Loam,Low,5.89,2,Low
G0546,8.179081,76.546648,34,Urban,1742.97,Peat,Low,9.97,2,Low
G0547,8.056779,76.380401,10,Agriculture,1922.76,Sandy,High,4.61,0,Low
G0548,8.335787,76.9768,33,Urban,1569.6,Sandy,Low,7.51,4,Moderate
G0549,8.260154,76.110721,15,Industrial,1652.7,Peat,High,6.71,0,Low
G0550,8.386159,76.422548,8,Forest,1527.56,Peat,High,9.92,0,Low
G0551,8.260082,76.042025,31,Wetland,1589.34,Peat,Low,7.16,2,Low
G0552,8.426091,76.739904,14,Forest,2130.78,Loam,Low,1.72,0,High
G0553,8.275953,76.918077,11,Industrial,1480.82,Sandy,Low,9.56,0,Low
G0554,8.280469,76.280037,32,Urban,1394.05,Sandy,Low,6.71,1,Low
G0555,8.438327,76.858342,44,Forest,1812.53,Clay,Low,0.69,0,High
G0556,8.201741,76.292218,13,Industrial,1247.12,Clay,Medium,6.61,2,Low
G0557,8.067008,76.91077,7,Agriculture,1315.58,Peat,Low,8.84,2,Moderate
G0558,8.014391,76.753962,7,Wetland,1317.5,Clay,Medium,5.81,1,Low
G0559,8.377569,76.804907,26,Forest,1423.24,Loam,High,3.6,2,Low
G0560,8.310155,76.018007,11,Urban,1436.34,Sandy,Low,8.23,1,Low
G0561,8.35204,76.96281,0,Agriculture,1709.73,Sandy,Low,7.85,1,Moderate
G0562,8.106482,76.726671,42,Industrial,1397.29,Clay,Low,5.49,1,Low
G0563,8.068186,76.304751,39,Wetland,1721.84,Peat,High,1.63,3,Moderate
G0564,8.007272,76.829395,41,Urban,1759.25,Clay,Medium,2.58,2,Low
G0565,8.175294,76.281521,10,Industrial,1303.95,Peat,Medium,7.41,2,Low
G0566,8.294959,76.872754,38,Industrial,1752.81,Loam,Low,8.08,0,Low
G0567,8.196122,76.11258,42,Forest,1780.03,Sandy,Low,2.86,1,Low
G0568,8.218737,76.703686,30,Forest,971.72,Loam,Low,3.74,1,Low
G0569,8.452079,76.540698,16,Urban,1588.04,Sandy,Low,0.87,2,Moderate
G0570,8.174128,76.096534,32,Industrial,1348.08,Loam,High,7.16,2,Low
G0571,8.256995,76.241894,31,Forest,1890.92,Clay,Low,0.14,3,High
G0572,8.391827,76.012404,28,Wetland,1345.02,Loam,High,0.56,0,Low
G0573,8.198271,76.468768,20,Wetland,1098.16,Loam,Low,0.14,2,Moderate
G0574,8.311043,76.301265,20,Industrial,1491.05,Clay,Medium,6.49,1,Low
G0575,8.431182,76.598357,39,Forest,1230.91,Sandy,Medium,4.23,2,Low
G0576,8.47476,76.297238,22,Urban,1754.88,Sandy,Low,3.05,0,Low
G0577,8.073537,76.299919,5,Urban,1257.42,Clay,Low,9.14,3,High
G0578,8.463294,76.743193,21,Urban,1494.75,Loam,High,2.01,1,Low
G0579,8.246058,76.048143,49,Wetland,1963.74,Loam,Low,3.95,4,High
G0580,8.129122,76.902895,37,Forest,1829.56,Loam,Low,9.41,2,Moderate
G0581,8.229568,76.852264,36,Forest,1643.35,Peat,Low,4.33,2,Low
G0582,8.490016,76.667805,44,Wetland,1461.73,Sandy,Medium,5.59,1,Low
G0583,8.246309,76.593222,7,Urban,1614.87,Loam,High,0.9,1,Moderate
G0584,8.164376,76.892302,40,Urban,1706.7,Sandy,Medium,7.92,0,Low
G0585,8.3167,76.18533,48,Industrial,1204.02,Loam,High,4.29,5,Low
G0586,8.120073,76.078969,34,Agriculture,1755.4,Clay,Medium,8.03,3,Low
G0587,8.037932,76.23951,10,Forest,1169.49,Clay,Low,2.61,2,Low
G0588,8.06444,76.794578,23,Forest,1671.74,Sandy,Medium,4.28,1,Low
G0589,8.064023,76.03467,48,Forest,1167.93,Sandy,Medium,7.89,4,Low
G0590,8.075951,76.582807,20,Agriculture,2088.84,Clay,High,9.74,1,Low
G0591,8.069414,76.995438,1,Industrial,1729.0,Peat,High,0.69,4,High
G0592,8.320437,76.855696,39,Agriculture,1033.19,Clay,Medium,8.14,1,Low
G0593,8.09094,76.521446,18,Urban,1499.72,Loam,High,3.08,1,Low
G0594,8.172834,76.063641,38,Urban,1343.57,Peat,High,5.55,0,Low
G0595,8.448394,76.831374,27,Forest,1308.08,Clay,High,2.97,2,Low
G0596,8.236981,76.598979,16,Wetland,1544.13,Peat,High,6.17,1,Low
G0597,8.333779,76.114933,5,Forest,1221.6,Peat,High,3.6,2,Low
G0598,8.08616,76.093857,18,Wetland,1728.44,Peat,Medium,3.4,1,Low
G0599,8.096145,76.909627,37,Agriculture,1711.4,Sandy,High,0.48,0,Low
G0600,8.020434,76.6692,27,Urban,1605.43,Clay,Low,1.55,1,Moderate
G0601,8.084468,76.829287,1,Wetland,1494.15,Sandy,Medium,9.18,3,Moderate
G0602,8.139295,76.878979,37,Agriculture,1697.95,Sandy,Medium,9.98,2,Low
G0603,8.088505,76.571772,36,Urban,1737.42,Loam,Medium,7.83,1,Low
G0604,8.044351,76.517446,3,Wetland,1636.48,Loam,High,2.94,2,Low
G0605,8.060318,76.430427,21,Forest,1106.44,Peat,Low,4.08,2,Low
G0606,8.230389,76.316947,25,Forest,1263.48,Peat,High,7.42,5,Low
G0607,8.103167,76.434596,48,Forest,1419.58,Loam,Medium,9.69,2,Low
G0608,8.182135,76.77388,42,Agriculture,1057.26,Loam,Medium,4.61,0,Low
G0609,8.251709,76.601923,35,Forest,1567.2,Clay,Medium,8.31,1,Low
G0610,8.345197,76.892523,12,Industrial,1923.3,Peat,Medium,9.75,3,Moderate
G0611,8.019656,76.44338,31,Urban,1875.51,Peat,High,8.75,1,Low
G0612,8.399705,76.60709,16,Agriculture,1721.89,Loam,Low,2.35,1,Low
G0613,8.31395,76.631308,40,Forest,1718.31,Clay,Low,0.18,4,High
G0614,8.04088,76.591697,35,Urban,2164.59,Loam,Medium,4.97,0,Low
G0615,8.436789,76.702634,45,Wetland,1753.16,Loam,Low,5.36,0,Low
G0616,8.460436,76.237433,18,Forest,1777.69,Sandy,Medium,2.09,3,Low
G0617,8.030539,76.512364,34,Urban,1068.33,Peat,Medium,2.92,1,Low
G0618,8.138439,76.104225,45,Industrial,1899.85,Clay,Low,7.68,0,Moderate
G0619,8.403101,76.384511,39,Wetland,1619.55,Sandy,Medium,4.76,1,Low
G0620,8.37413,76.487667,27,Industrial,1476.06,Peat,Low,3.24,0,Low
G0621,8.092261,76.652224,0,Urban,1401.71,Loam,Medium,6.26,0,Low
G0622,8.104675,76.950531,41,Industrial,1335.42,Clay,Low,6.56,2,Low
G0623,8.185236,76.600651,17,Urban,1877.03,Peat,Medium,7.72,2,Low
G0624,8.242261,76.743594,47,Urban,1491.49,Loam,Low,1.65,0,Moderate
G0625,8.309127,76.506266,39,Industrial,1346.5,Sandy,Medium,7.44,1,Low
G0626,8.184457,76.634104,32,Urban,1268.54,Clay,Medium,6.03,5,Low
G0627,8.231267,76.070932,11,Forest,1551.18,Peat,Medium,0.67,1,Low
G0628,8.373735,76.254392,7,Urban,1392.12,Sandy,Low,7.8,2,Moderate
G0629,8.018342,76.361853,23,Agriculture,1323.67,Loam,High,3.89,1,Low
G0630,8.126218,76.472493,15,Urban,1085.35,Loam,Medium,3.37,2,Low
G0631,8.356675,76.045649,49,Agriculture,1787.81,Peat,Medium,4.54,0,Low
G0632,8.447603,76.140024,3,Urban,1458.59,Loam,Low,3.53,2,Moderate
G0633,8.255839,76.276814,37,Urban,1174.43,Clay,Medium,3.45,2,Low
G0634,8.266057,76.971533,43,Industrial,1418.63,Peat,Medium,8.1,2,Low
G0635,8.053586,76.331347,26,Forest,1664.74,Sandy,Medium,1.33,1,Low
G0636,8.223706,76.482041,8,Forest,1508.65,Peat,Medium,9.71,2,Low
G0637,8.266309,76.196098,46,Wetland,1557.3,Peat,High,5.59,0,Low
G0638,8.121235,76.61078,15,Industrial,1512.76,Sandy,High,1.91,3,Moderate
G0639,8.134622,76.280683,11,Industrial,1116.94,Loam,Medium,1.4,2,Low
G0640,8.188642,76.206993,30,Forest,1784.55,Sandy,Medium,5.96,1,Low
G0641,8.010036,76.516573,23,Industrial,987.53,Clay,Medium,6.37,4,Low
G0642,8.16104,76.005506,13,Forest,1638.46,Loam,High,0.62,2,Low
G0643,8.105724,76.007664,44,Industrial,1684.67,Peat,High,2.51,3,Low
G0644,8.163749,76.219069,24,Urban,1434.05,Loam,Low,7.98,1,Low
G0645,8.059881,76.036721,33,Forest,1606.03,Loam,Low,0.59,3,High
G0646,8.445264,76.108026,2,Forest,1416.86,Clay,Medium,8.57,1,Low
G0647,8.296796,76.338861,23,Agriculture,1609.65,Loam,Medium,6.62,2,Low
G0648,8.339551,76.802586,41,Industrial,1797.88,Loam,High,4.4,1,Low
G0649,8.394586,76.572049,8,Industrial,1262.36,Loam,Medium,3.53,1,Low
G0650,8.249221,76.512668,25,Forest,1702.19,Peat,Medium,0.29,1,Low
G0651,8.04346,76.293489,19,Urban,2007.72,Loam,High,8.27,2,Low
G0652,8.268553,76.931754,39,Urban,1579.37,Sandy,High,1.51,2,Low
G0653,8.293421,76.397015,9,Urban,1349.07,Loam,High,3.16,2,Low
G0654,8.37272,76.087093,18,Industrial,2178.97,Clay,High,5.73,1,Low
G0655,8.21583,76.617067,2,Agriculture,1526.61,Loam,Low,2.54,1,Moderate
